"rt","stimulus","key_press","trial_number","block","block_type","image_id","filename","image_type","manipulation","phase","dot_position","subject","trial_type","trial_index","time_elapsed","internal_node_id","browser_name","browser_version","os_name","os_version","tablet","mobile","screen_resolution","window_resolution","subject_url","subject_ProlificID","designmatrix_ID","age","nationality","gender","handedness","Exp_part","trial_part","RawResponse","dot_resp","dot_acc","unamb_image_duration","responses","verbal_id"
"1299.8999996185303","<div class=""InstrBx""><div class=""img-container""><img src=""stim/puffin_mooney_dot_off4.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>","69","11","0","dot","puffin","puffin_mooney_dot_off4","target","upside_down","pre","off","bv08f6tgl1pnt1y","html-keyboard-response","54","286524","0.0-11.0-5.10-1.10","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","dot_recog","e","0","1","","",""
"995.4000000953674","<div class=""InstrBx""><div class=""img-container""><img src=""stim/pomegranate_mooney_dot_on3.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>","73","12","0","dot","pomegranate","pomegranate_mooney_dot_on3","target","regular","pre","on","bv08f6tgl1pnt1y","html-keyboard-response","58","288543","0.0-11.0-5.11-1.11","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","dot_recog","i","1","1","","",""
"null","<div class=""InstrBx""><div class=""img-container""><img src=""stim/mannequin_mooney.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>","null","13","0","recognition","mannequin","mannequin_mooney","target","horizontal_flip","pre","null","bv08f6tgl1pnt1y","html-keyboard-response","64","292400","0.0-11.0-6.12-2.12","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","Recognition","","","","300","",""
"","","","13","0","recognition","mannequin","mannequin_mooney","target","horizontal_flip","pre","null","bv08f6tgl1pnt1y","survey-text-autocomplete","66","297711","0.0-11.0-6.12-4.12","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","Recognition","","","","","{""recognition"":""yak""}","yak"
"null","<div class=""InstrBx""><div class=""img-container""><img src=""stim/pomegranate_mooney.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>","null","14","0","recognition","pomegranate","pomegranate_mooney","target","regular","pre","null","bv08f6tgl1pnt1y","html-keyboard-response","71","299565","0.0-11.0-6.13-2.13","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","Recognition","","","","300","",""
"","","","14","0","recognition","pomegranate","pomegranate_mooney","target","regular","pre","null","bv08f6tgl1pnt1y","survey-text-autocomplete","73","306192","0.0-11.0-6.13-4.13","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","Recognition","","","","","{""recognition"":""ice bag""}","ice bag"
"null","<div class=""InstrBx""><div class=""img-container""><img src=""stim/puffin_mooney.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>","null","15","0","recognition","puffin","puffin_mooney","target","upside_down","pre","null","bv08f6tgl1pnt1y","html-keyboard-response","78","308038","0.0-11.0-6.14-2.14","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","Recognition","","","","300","",""
"","","","15","0","recognition","puffin","puffin_mooney","target","upside_down","pre","null","bv08f6tgl1pnt1y","survey-text-autocomplete","80","320348","0.0-11.0-6.14-4.14","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","Recognition","","","","","{""recognition"":""ruby""}","ruby"
"null","<div class=""InstrBx""><div class=""img-container""><img src=""stim/mannequin.jpg"" style=""width: 500px; height: 500px; transform: scaleX(-1) ; ""></img></div></div>","null","16","0","recognition","mannequin","mannequin","target","horizontal_flip","color","null","bv08f6tgl1pnt1y","html-keyboard-response","85","322194","0.0-11.0-6.15-2.15","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","Recognition","","","","300","",""
"","","","16","0","recognition","mannequin","mannequin","target","horizontal_flip","color","null","bv08f6tgl1pnt1y","survey-text-autocomplete","87","329438","0.0-11.0-6.15-4.15","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","Recognition","","","","","{""recognition"":""manikin""}","manikin"
"null","<div class=""InstrBx""><div class=""img-container""><img src=""stim/pomegranate.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>","null","17","0","recognition","pomegranate","pomegranate","target","regular","color","null","bv08f6tgl1pnt1y","html-keyboard-response","92","331276","0.0-11.0-6.16-2.16","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","Recognition","","","","300","",""
"","","","17","0","recognition","pomegranate","pomegranate","target","regular","color","null","bv08f6tgl1pnt1y","survey-text-autocomplete","94","335753","0.0-11.0-6.16-4.16","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","Recognition","","","","","{""recognition"":""apple""}","apple"
"null","<div class=""InstrBx""><div class=""img-container""><img src=""stim/puffin.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>","null","18","0","recognition","puffin","puffin","target","upside_down","color","null","bv08f6tgl1pnt1y","html-keyboard-response","99","337622","0.0-11.0-6.17-2.17","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","Recognition","","","","300","",""
"","","","18","0","recognition","puffin","puffin","target","upside_down","color","null","bv08f6tgl1pnt1y","survey-text-autocomplete","101","342444","0.0-11.0-6.17-4.17","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","Recognition","","","","","{""recognition"":""pelican""}","pelican"
"1709.8000001907349","<div class=""InstrBx""><div class=""img-container""><img src=""stim/pomegranate_mooney_dot_off8.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>","69","19","1","dot","pomegranate","pomegranate_mooney_dot_off8","target","regular","post","off","bv08f6tgl1pnt1y","html-keyboard-response","107","351306","0.0-11.0-5.18-1.18","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","dot_recog","e","0","1","","",""
"1819","<div class=""InstrBx""><div class=""img-container""><img src=""stim/mannequin_mooney_dot_off8.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>","69","20","1","dot","mannequin","mannequin_mooney_dot_off8","target","horizontal_flip","post","off","bv08f6tgl1pnt1y","html-keyboard-response","111","354141","0.0-11.0-5.19-1.19","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","dot_recog","e","0","1","","",""
"1670.4000000953674","<div class=""InstrBx""><div class=""img-container""><img src=""stim/sidecar_mooney_dot_on3.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>","73","21","1","dot","sidecar","sidecar_mooney_dot_on3","target","horizontal_flip","pre","on","bv08f6tgl1pnt1y","html-keyboard-response","115","356831","0.0-11.0-5.20-1.20","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","dot_recog","i","1","1","","",""
"686.3999996185303","<div class=""InstrBx""><div class=""img-container""><img src=""stim/scarf_mooney_dot_on3.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>","69","22","1","dot","scarf","scarf_mooney_dot_on3","target","upside_down","pre","on","bv08f6tgl1pnt1y","html-keyboard-response","119","358545","0.0-11.0-5.21-1.21","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","dot_recog","e","0","0","","",""
"1506.5999999046326","<div class=""InstrBx""><div class=""img-container""><img src=""stim/puffin_mooney_dot_on5.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>","69","23","1","dot","puffin","puffin_mooney_dot_on5","target","upside_down","post","on","bv08f6tgl1pnt1y","html-keyboard-response","123","361076","0.0-11.0-5.22-1.22","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","dot_recog","e","0","0","","",""
"1322.6999998092651","<div class=""InstrBx""><div class=""img-container""><img src=""stim/sidecar_mooney_dot_on1.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>","69","24","1","dot","sidecar","sidecar_mooney_dot_on1","target","horizontal_flip","pre","on","bv08f6tgl1pnt1y","html-keyboard-response","127","363437","0.0-11.0-5.23-1.23","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","dot_recog","e","0","0","","",""
"1123.3000001907349","<div class=""InstrBx""><div class=""img-container""><img src=""stim/puffin_mooney_dot_off6.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>","69","25","1","dot","puffin","puffin_mooney_dot_off6","target","upside_down","post","off","bv08f6tgl1pnt1y","html-keyboard-response","131","365590","0.0-11.0-5.24-1.24","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","dot_recog","e","0","1","","",""
"1060.5","<div class=""InstrBx""><div class=""img-container""><img src=""stim/pomegranate_mooney_dot_off6.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>","73","26","1","dot","pomegranate","pomegranate_mooney_dot_off6","target","regular","post","off","bv08f6tgl1pnt1y","html-keyboard-response","135","367676","0.0-11.0-5.25-1.25","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","dot_recog","i","1","0","","",""
"971.4000000953674","<div class=""InstrBx""><div class=""img-container""><img src=""stim/mannequin_mooney_dot_off6.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>","73","27","1","dot","mannequin","mannequin_mooney_dot_off6","target","horizontal_flip","post","off","bv08f6tgl1pnt1y","html-keyboard-response","139","369682","0.0-11.0-5.26-1.26","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","dot_recog","i","1","0","","",""
"746.9000000953674","<div class=""InstrBx""><div class=""img-container""><img src=""stim/pomegranate_mooney_dot_on7.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>","69","28","1","dot","pomegranate","pomegranate_mooney_dot_on7","target","regular","post","on","bv08f6tgl1pnt1y","html-keyboard-response","143","371461","0.0-11.0-5.27-1.27","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","dot_recog","e","0","0","","",""
"1076.5","<div class=""InstrBx""><div class=""img-container""><img src=""stim/puffin_mooney_dot_on7.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>","73","29","1","dot","puffin","puffin_mooney_dot_on7","target","upside_down","post","on","bv08f6tgl1pnt1y","html-keyboard-response","147","373583","0.0-11.0-5.28-1.28","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","dot_recog","i","1","1","","",""
"568.4000000953674","<div class=""InstrBx""><div class=""img-container""><img src=""stim/scarf_mooney_dot_off4.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>","69","30","1","dot","scarf","scarf_mooney_dot_off4","target","upside_down","pre","off","bv08f6tgl1pnt1y","html-keyboard-response","151","375170","0.0-11.0-5.29-1.29","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","dot_recog","e","0","1","","",""
"1652","<div class=""InstrBx""><div class=""img-container""><img src=""stim/sandal_mooney_dot_off4.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>","73","31","1","dot","sandal","sandal_mooney_dot_off4","target","regular","pre","off","bv08f6tgl1pnt1y","html-keyboard-response","155","377843","0.0-11.0-5.30-1.30","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","dot_recog","i","1","0","","",""
"636","<div class=""InstrBx""><div class=""img-container""><img src=""stim/puffin_mooney_dot_off8.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>","69","32","1","dot","puffin","puffin_mooney_dot_off8","target","upside_down","post","off","bv08f6tgl1pnt1y","html-keyboard-response","159","379519","0.0-11.0-5.31-1.31","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","dot_recog","e","0","1","","",""
"826","<div class=""InstrBx""><div class=""img-container""><img src=""stim/sidecar_mooney_dot_off2.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>","69","33","1","dot","sidecar","sidecar_mooney_dot_off2","target","horizontal_flip","pre","off","bv08f6tgl1pnt1y","html-keyboard-response","163","381379","0.0-11.0-5.32-1.32","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","dot_recog","e","0","1","","",""
"506.30000019073486","<div class=""InstrBx""><div class=""img-container""><img src=""stim/scarf_mooney_dot_off2.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>","69","34","1","dot","scarf","scarf_mooney_dot_off2","target","upside_down","pre","off","bv08f6tgl1pnt1y","html-keyboard-response","167","382913","0.0-11.0-5.33-1.33","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","dot_recog","e","0","1","","",""
"545.9000000953674","<div class=""InstrBx""><div class=""img-container""><img src=""stim/sandal_mooney_dot_on1.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>","69","35","1","dot","sandal","sandal_mooney_dot_on1","target","regular","pre","on","bv08f6tgl1pnt1y","html-keyboard-response","171","384502","0.0-11.0-5.34-1.34","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","dot_recog","e","0","0","","",""
"430.90000009536743","<div class=""InstrBx""><div class=""img-container""><img src=""stim/scarf_mooney_dot_on1.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>","73","36","1","dot","scarf","scarf_mooney_dot_on1","target","upside_down","pre","on","bv08f6tgl1pnt1y","html-keyboard-response","175","385961","0.0-11.0-5.35-1.35","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","dot_recog","i","1","1","","",""
"430.19999980926514","<div class=""InstrBx""><div class=""img-container""><img src=""stim/mannequin_mooney_dot_on5.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>","69","37","1","dot","mannequin","mannequin_mooney_dot_on5","target","horizontal_flip","post","on","bv08f6tgl1pnt1y","html-keyboard-response","179","387418","0.0-11.0-5.36-1.36","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","dot_recog","e","0","0","","",""
"452.80000019073486","<div class=""InstrBx""><div class=""img-container""><img src=""stim/sandal_mooney_dot_on3.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>","69","38","1","dot","sandal","sandal_mooney_dot_on3","target","regular","pre","on","bv08f6tgl1pnt1y","html-keyboard-response","183","388909","0.0-11.0-5.37-1.37","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","dot_recog","e","0","0","","",""
"502.5","<div class=""InstrBx""><div class=""img-container""><img src=""stim/sidecar_mooney_dot_off4.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>","69","39","1","dot","sidecar","sidecar_mooney_dot_off4","target","horizontal_flip","pre","off","bv08f6tgl1pnt1y","html-keyboard-response","187","390459","0.0-11.0-5.38-1.38","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","dot_recog","e","0","1","","",""
"811","<div class=""InstrBx""><div class=""img-container""><img src=""stim/mannequin_mooney_dot_on7.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>","69","40","1","dot","mannequin","mannequin_mooney_dot_on7","target","horizontal_flip","post","on","bv08f6tgl1pnt1y","html-keyboard-response","191","392303","0.0-11.0-5.39-1.39","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","dot_recog","e","0","0","","",""
"1285.1999998092651","<div class=""InstrBx""><div class=""img-container""><img src=""stim/pomegranate_mooney_dot_on5.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>","69","41","1","dot","pomegranate","pomegranate_mooney_dot_on5","target","regular","post","on","bv08f6tgl1pnt1y","html-keyboard-response","195","394621","0.0-11.0-5.40-1.40","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","dot_recog","e","0","0","","",""
"873.5999999046326","<div class=""InstrBx""><div class=""img-container""><img src=""stim/sandal_mooney_dot_off2.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>","73","42","1","dot","sandal","sandal_mooney_dot_off2","target","regular","pre","off","bv08f6tgl1pnt1y","html-keyboard-response","199","396528","0.0-11.0-5.41-1.41","Chrome","135.0","Windows","10","undefined","undefined","2048 x 1152","1022 x 471","https://exponline.ugr.es/publix/939/1007/start?srid=18919","6773db82cbb90220f9271d38","27","34","Nigeria","Male","Right-handed","Exp","dot_recog","i","1","0","","",""
