index,rt,stimulus,key_press,trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,subject,trial_type,trial_index,time_elapsed,internal_node_id,browser_name,browser_version,os_name,os_version,tablet,mobile,screen_resolution,window_resolution,subject_url,subject_ProlificID,designmatrix_ID,age,nationality,gender,handedness,Exp_part,trial_part,RawResponse,dot_resp,dot_acc,unamb_image_duration,responses,verbal_id,view_history,semantic_distance,verbal_acc_corrected
10,783.1000000238419,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/gutter_mooney_dot_off2.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",73,11,0,dot,gutter,gutter_mooney_dot_off2,target,upside_down,pre,off,j6dzcyh8eul09o7,html-keyboard-response,54,380120,0.0-11.0-5.10-1.10,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,dot_recog,i,0,1,,,,,,
11,785.5,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/buoy_mooney_dot_on3.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,12,0,dot,buoy,buoy_mooney_dot_on3,target,regular,pre,on,j6dzcyh8eul09o7,html-keyboard-response,58,381918,0.0-11.0-5.11-1.11,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,dot_recog,e,1,1,,,,,,
12,,,,13,0,recognition,garlic,garlic_mooney,target,horizontal_flip,pre,null,j6dzcyh8eul09o7,survey-text-autocomplete,66,405791,0.0-11.0-6.12-4.12,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,Recognition,,,,,"""timeout""",,,,0.0
13,,,,14,0,recognition,gutter,gutter_mooney,target,upside_down,pre,null,j6dzcyh8eul09o7,survey-text-autocomplete,73,427640,0.0-11.0-6.13-4.13,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,Recognition,,,,,"""timeout""",,,,0.0
14,,,,15,0,recognition,buoy,buoy_mooney,target,regular,pre,null,j6dzcyh8eul09o7,survey-text-autocomplete,80,449503,0.0-11.0-6.14-4.14,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,Recognition,,,,,"""timeout""",,,,0.0
15,,,,16,0,recognition,garlic,garlic,target,horizontal_flip,color,null,j6dzcyh8eul09o7,survey-text-autocomplete,87,471361,0.0-11.0-6.15-4.15,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,Recognition,,,,,"""timeout""",,,,0.0
16,,,,17,0,recognition,gutter,gutter,target,upside_down,color,null,j6dzcyh8eul09o7,survey-text-autocomplete,94,493221,0.0-11.0-6.16-4.16,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,Recognition,,,,,"""timeout""",,,,0.0
17,,,,18,0,recognition,buoy,buoy,target,regular,color,null,j6dzcyh8eul09o7,survey-text-autocomplete,101,515077,0.0-11.0-6.17-4.17,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,Recognition,,,,,"""timeout""",,,,0.0
18,1203,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/garlic_mooney_dot_on7.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,19,1,dot,garlic,garlic_mooney_dot_on7,target,horizontal_flip,post,on,j6dzcyh8eul09o7,html-keyboard-response,107,579323,0.0-11.0-5.18-1.18,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,dot_recog,e,1,1,,,,,,
19,783.3999999761581,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/aloe_mooney_dot_off4.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,20,1,dot,aloe,aloe_mooney_dot_off4,target,regular,pre,off,j6dzcyh8eul09o7,html-keyboard-response,111,581131,0.0-11.0-5.19-1.19,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,dot_recog,e,1,0,,,,,,
20,890,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/rattlesnake_mooney_dot_off2.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,21,1,dot,rattlesnake,rattlesnake_mooney_dot_off2,target,horizontal_flip,pre,off,j6dzcyh8eul09o7,html-keyboard-response,115,583045,0.0-11.0-5.20-1.20,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,dot_recog,e,1,0,,,,,,
21,677.8000000715256,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/buoy_mooney_dot_off8.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,22,1,dot,buoy,buoy_mooney_dot_off8,target,regular,post,off,j6dzcyh8eul09o7,html-keyboard-response,119,584736,0.0-11.0-5.21-1.21,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,dot_recog,e,1,0,,,,,,
22,640.5,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/aloe_mooney_dot_on1.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,23,1,dot,aloe,aloe_mooney_dot_on1,target,regular,pre,on,j6dzcyh8eul09o7,html-keyboard-response,123,586399,0.0-11.0-5.22-1.22,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,dot_recog,e,1,1,,,,,,
23,860.6000000238419,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/garlic_mooney_dot_off8.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",73,24,1,dot,garlic,garlic_mooney_dot_off8,target,horizontal_flip,post,off,j6dzcyh8eul09o7,html-keyboard-response,127,588271,0.0-11.0-5.23-1.23,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,dot_recog,i,0,1,,,,,,
24,671.2000000476837,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/punching_bag_mooney_dot_off4.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",69,25,1,dot,punching_bag,punching_bag_mooney_dot_off4,target,upside_down,pre,off,j6dzcyh8eul09o7,html-keyboard-response,131,589966,0.0-11.0-5.24-1.24,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,dot_recog,e,1,0,,,,,,
25,752.3999999761581,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/rattlesnake_mooney_dot_off4.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",73,26,1,dot,rattlesnake,rattlesnake_mooney_dot_off4,target,horizontal_flip,pre,off,j6dzcyh8eul09o7,html-keyboard-response,135,591744,0.0-11.0-5.25-1.25,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,dot_recog,i,0,1,,,,,,
26,928.7000000476837,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/punching_bag_mooney_dot_on1.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",69,27,1,dot,punching_bag,punching_bag_mooney_dot_on1,target,upside_down,pre,on,j6dzcyh8eul09o7,html-keyboard-response,139,593694,0.0-11.0-5.26-1.26,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,dot_recog,e,1,1,,,,,,
27,1017.7999999523163,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/rattlesnake_mooney_dot_on3.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",73,28,1,dot,rattlesnake,rattlesnake_mooney_dot_on3,target,horizontal_flip,pre,on,j6dzcyh8eul09o7,html-keyboard-response,143,595738,0.0-11.0-5.27-1.27,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,dot_recog,i,0,0,,,,,,
28,727.8999999761581,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/buoy_mooney_dot_off6.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,29,1,dot,buoy,buoy_mooney_dot_off6,target,regular,post,off,j6dzcyh8eul09o7,html-keyboard-response,147,597487,0.0-11.0-5.28-1.28,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,dot_recog,e,1,0,,,,,,
29,816.1999999284744,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/garlic_mooney_dot_on5.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,30,1,dot,garlic,garlic_mooney_dot_on5,target,horizontal_flip,post,on,j6dzcyh8eul09o7,html-keyboard-response,151,599332,0.0-11.0-5.29-1.29,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,dot_recog,e,1,1,,,,,,
30,788.9000000953674,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/gutter_mooney_dot_on5.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",73,31,1,dot,gutter,gutter_mooney_dot_on5,target,upside_down,post,on,j6dzcyh8eul09o7,html-keyboard-response,155,601141,0.0-11.0-5.30-1.30,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,dot_recog,i,0,0,,,,,,
31,608.2000000476837,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/buoy_mooney_dot_on5.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,32,1,dot,buoy,buoy_mooney_dot_on5,target,regular,post,on,j6dzcyh8eul09o7,html-keyboard-response,159,602777,0.0-11.0-5.31-1.31,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,dot_recog,e,1,1,,,,,,
32,765.5,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/aloe_mooney_dot_off2.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,33,1,dot,aloe,aloe_mooney_dot_off2,target,regular,pre,off,j6dzcyh8eul09o7,html-keyboard-response,163,604558,0.0-11.0-5.32-1.32,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,dot_recog,e,1,0,,,,,,
33,668.3000000715256,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/rattlesnake_mooney_dot_on1.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,34,1,dot,rattlesnake,rattlesnake_mooney_dot_on1,target,horizontal_flip,pre,on,j6dzcyh8eul09o7,html-keyboard-response,167,606246,0.0-11.0-5.33-1.33,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,dot_recog,e,1,1,,,,,,
34,975.5,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/gutter_mooney_dot_off6.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",69,35,1,dot,gutter,gutter_mooney_dot_off6,target,upside_down,post,off,j6dzcyh8eul09o7,html-keyboard-response,171,608239,0.0-11.0-5.34-1.34,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,dot_recog,e,1,0,,,,,,
35,745.6000000238419,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/punching_bag_mooney_dot_off2.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",69,36,1,dot,punching_bag,punching_bag_mooney_dot_off2,target,upside_down,pre,off,j6dzcyh8eul09o7,html-keyboard-response,175,609997,0.0-11.0-5.35-1.35,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,dot_recog,e,1,0,,,,,,
36,634.2000000476837,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/buoy_mooney_dot_on7.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,37,1,dot,buoy,buoy_mooney_dot_on7,target,regular,post,on,j6dzcyh8eul09o7,html-keyboard-response,179,611650,0.0-11.0-5.36-1.36,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,dot_recog,e,1,1,,,,,,
37,1048.7999999523163,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/gutter_mooney_dot_off8.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",69,38,1,dot,gutter,gutter_mooney_dot_off8,target,upside_down,post,off,j6dzcyh8eul09o7,html-keyboard-response,183,613726,0.0-11.0-5.37-1.37,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,dot_recog,e,1,0,,,,,,
38,867.8999999761581,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/garlic_mooney_dot_off6.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",73,39,1,dot,garlic,garlic_mooney_dot_off6,target,horizontal_flip,post,off,j6dzcyh8eul09o7,html-keyboard-response,187,615621,0.0-11.0-5.38-1.38,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,dot_recog,i,0,1,,,,,,
39,1174.7000000476837,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/punching_bag_mooney_dot_on3.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",69,40,1,dot,punching_bag,punching_bag_mooney_dot_on3,target,upside_down,pre,on,j6dzcyh8eul09o7,html-keyboard-response,191,617817,0.0-11.0-5.39-1.39,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,dot_recog,e,1,1,,,,,,
40,716,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/gutter_mooney_dot_on7.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",73,41,1,dot,gutter,gutter_mooney_dot_on7,target,upside_down,post,on,j6dzcyh8eul09o7,html-keyboard-response,195,619560,0.0-11.0-5.40-1.40,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,dot_recog,i,0,0,,,,,,
41,811,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/aloe_mooney_dot_on3.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,42,1,dot,aloe,aloe_mooney_dot_on3,target,regular,pre,on,j6dzcyh8eul09o7,html-keyboard-response,199,621385,0.0-11.0-5.41-1.41,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,dot_recog,e,1,1,,,,,,
42,,,,43,1,recognition,punching_bag,punching_bag_mooney,target,upside_down,pre,null,j6dzcyh8eul09o7,survey-text-autocomplete,207,645256,0.0-11.0-6.42-4.42,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,Recognition,,,,,"""timeout""",,,,0.0
43,,,,44,1,recognition,buoy,buoy_mooney,target,regular,post,null,j6dzcyh8eul09o7,survey-text-autocomplete,214,667121,0.0-11.0-6.43-4.43,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,Recognition,,,,,"""timeout""",,,,0.0
44,,,,45,1,recognition,rattlesnake,rattlesnake_mooney,target,horizontal_flip,pre,null,j6dzcyh8eul09o7,survey-text-autocomplete,221,688998,0.0-11.0-6.44-4.44,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,Recognition,,,,,"""timeout""",,,,0.0
45,,,,46,1,recognition,aloe,aloe_mooney,target,regular,pre,null,j6dzcyh8eul09o7,survey-text-autocomplete,228,710852,0.0-11.0-6.45-4.45,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,Recognition,,,,,"""timeout""",,,,0.0
46,,,,47,1,recognition,gutter,gutter_mooney,target,upside_down,post,null,j6dzcyh8eul09o7,survey-text-autocomplete,235,732713,0.0-11.0-6.46-4.46,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,Recognition,,,,,"""timeout""",,,,0.0
47,,,,48,1,recognition,garlic,garlic_mooney,target,horizontal_flip,post,null,j6dzcyh8eul09o7,survey-text-autocomplete,242,754576,0.0-11.0-6.47-4.47,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,Recognition,,,,,"""timeout""",,,,0.0
48,,,,49,1,recognition,rattlesnake,rattlesnake,target,horizontal_flip,color,null,j6dzcyh8eul09o7,survey-text-autocomplete,249,776433,0.0-11.0-6.48-4.48,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,https://exponline.ugr.es/publix/939/1007/start?srid=18843,664660472f2de15888f9427d,5,30,Nigeria,Male,Right-handed,Exp,Recognition,,,,,"""timeout""",,,,0.0
