index,success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,browser_name,browser_version,os_name,os_version,tablet,mobile,screen_resolution,window_resolution,subject,subject_url,subject_ProlificID,designmatrix_ID,age,nationality,gender,handedness,view_history,rt,responses,question_order,value,stimulus,key_press,trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,Exp_part,trial_part,RawResponse,dot_resp,dot_acc,verbal_id,semantic_distance,verbal_acc_corrected
103,,,,,,survey-text-autocomplete,103,797249,0.0-11.0-6.19-4.19,Chrome,134.0,Windows,10,undefined,undefined,1366 x 768,1325 x 602,ay40ux9frmp00wq,https://exponline.ugr.es/publix/939/983/start?srid=18308,67c864a2517623377115fe22,7,25,South Africa,Male,Right-handed,,,"{""recognition"":""dog""}",,,,,20,0,recognition,pomegranate,pomegranate_mooney,target,horizontal_flip,pre,null,Exp,Recognition,,,,dog,0.7067346861820212,0.0
110,,,,,,survey-text-autocomplete,110,804186,0.0-11.0-6.20-4.20,Chrome,134.0,Windows,10,undefined,undefined,1366 x 768,1325 x 602,ay40ux9frmp00wq,https://exponline.ugr.es/publix/939/983/start?srid=18308,67c864a2517623377115fe22,7,25,South Africa,Male,Right-handed,,,"{""recognition"":""bat""}",,,,,21,0,recognition,bat2,bat2,target,regular,color,null,Exp,Recognition,,,,bat2,0.0,1.0
117,,,,,,survey-text-autocomplete,117,810241,0.0-11.0-6.21-4.21,Chrome,134.0,Windows,10,undefined,undefined,1366 x 768,1325 x 602,ay40ux9frmp00wq,https://exponline.ugr.es/publix/939/983/start?srid=18308,67c864a2517623377115fe22,7,25,South Africa,Male,Right-handed,,,"{""recognition"":""bird""}",,,,,22,0,recognition,puffin,puffin,target,upside_down,color,null,Exp,Recognition,,,,bird,0.36331242306684763,0.0
124,,,,,,survey-text-autocomplete,124,832289,0.0-11.0-6.22-4.22,Chrome,134.0,Windows,10,undefined,undefined,1366 x 768,1325 x 602,ay40ux9frmp00wq,https://exponline.ugr.es/publix/939/983/start?srid=18308,67c864a2517623377115fe22,7,25,South Africa,Male,Right-handed,,,"""timeout""",,,,,23,0,recognition,pomegranate,pomegranate,target,horizontal_flip,color,null,Exp,Recognition,,,,,,0.0
130,,,,,,html-keyboard-response,130,896290,0.0-11.0-5.23-1.23,Chrome,134.0,Windows,10,undefined,undefined,1366 x 768,1325 x 602,ay40ux9frmp00wq,https://exponline.ugr.es/publix/939/983/start?srid=18308,67c864a2517623377115fe22,7,25,South Africa,Male,Right-handed,,966.1999999992549,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/mannequin_mooney_dot_off4.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,24,1,dot,mannequin,mannequin_mooney_dot_off4,target,regular,pre,off,Exp,dot_recog,e,1,0,,,
134,,,,,,html-keyboard-response,134,899081,0.0-11.0-5.24-1.24,Chrome,134.0,Windows,10,undefined,undefined,1366 x 768,1325 x 602,ay40ux9frmp00wq,https://exponline.ugr.es/publix/939/983/start?srid=18308,67c864a2517623377115fe22,7,25,South Africa,Male,Right-handed,,1775.300000000745,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/bat2_mooney_dot_off8.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",73,25,1,dot,bat2,bat2_mooney_dot_off8,target,regular,post,off,Exp,dot_recog,i,0,1,,,
138,,,,,,html-keyboard-response,138,901677,0.0-11.0-5.25-1.25,Chrome,134.0,Windows,10,undefined,undefined,1366 x 768,1325 x 602,ay40ux9frmp00wq,https://exponline.ugr.es/publix/939/983/start?srid=18308,67c864a2517623377115fe22,7,25,South Africa,Male,Right-handed,,1588.5,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/scarf_mooney_dot_off2.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",69,26,1,dot,scarf,scarf_mooney_dot_off2,catch,upside_down,pre,off,Exp,dot_recog,e,1,0,,,
142,,,,,,html-keyboard-response,142,905220,0.0-11.0-5.26-1.26,Chrome,134.0,Windows,10,undefined,undefined,1366 x 768,1325 x 602,ay40ux9frmp00wq,https://exponline.ugr.es/publix/939/983/start?srid=18308,67c864a2517623377115fe22,7,25,South Africa,Male,Right-handed,,2535.2000000029802,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/gargoyle_mooney_dot_off6.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",73,27,1,dot,gargoyle,gargoyle_mooney_dot_off6,catch,regular,post,off,Exp,dot_recog,i,0,1,,,
146,,,,,,html-keyboard-response,146,907475,0.0-11.0-5.27-1.27,Chrome,134.0,Windows,10,undefined,undefined,1366 x 768,1325 x 602,ay40ux9frmp00wq,https://exponline.ugr.es/publix/939/983/start?srid=18308,67c864a2517623377115fe22,7,25,South Africa,Male,Right-handed,,1247.9000000022352,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/dumbbell_mooney_dot_off2.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",69,28,1,dot,dumbbell,dumbbell_mooney_dot_off2,target,upside_down,pre,off,Exp,dot_recog,e,1,0,,,
150,,,,,,html-keyboard-response,150,910326,0.0-11.0-5.28-1.28,Chrome,134.0,Windows,10,undefined,undefined,1366 x 768,1325 x 602,ay40ux9frmp00wq,https://exponline.ugr.es/publix/939/983/start?srid=18308,67c864a2517623377115fe22,7,25,South Africa,Male,Right-handed,,1837.199999999255,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/puffin_mooney_dot_on5.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",73,29,1,dot,puffin,puffin_mooney_dot_on5,target,upside_down,post,on,Exp,dot_recog,i,0,0,,,
154,,,,,,html-keyboard-response,154,912198,0.0-11.0-5.29-1.29,Chrome,134.0,Windows,10,undefined,undefined,1366 x 768,1325 x 602,ay40ux9frmp00wq,https://exponline.ugr.es/publix/939/983/start?srid=18308,67c864a2517623377115fe22,7,25,South Africa,Male,Right-handed,,863.8999999985099,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/mannequin_mooney_dot_off2.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,30,1,dot,mannequin,mannequin_mooney_dot_off2,target,regular,pre,off,Exp,dot_recog,e,1,0,,,
158,,,,,,html-keyboard-response,158,914821,0.0-11.0-5.30-1.30,Chrome,134.0,Windows,10,undefined,undefined,1366 x 768,1325 x 602,ay40ux9frmp00wq,https://exponline.ugr.es/publix/939/983/start?srid=18308,67c864a2517623377115fe22,7,25,South Africa,Male,Right-handed,,1613.8999999985099,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/pomegranate_mooney_dot_on5.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,31,1,dot,pomegranate,pomegranate_mooney_dot_on5,target,horizontal_flip,post,on,Exp,dot_recog,e,1,1,,,
162,,,,,,html-keyboard-response,162,916800,0.0-11.0-5.31-1.31,Chrome,134.0,Windows,10,undefined,undefined,1366 x 768,1325 x 602,ay40ux9frmp00wq,https://exponline.ugr.es/publix/939/983/start?srid=18308,67c864a2517623377115fe22,7,25,South Africa,Male,Right-handed,,954.5999999977648,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/dumbbell_mooney_dot_off4.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",73,32,1,dot,dumbbell,dumbbell_mooney_dot_off4,target,upside_down,pre,off,Exp,dot_recog,i,0,1,,,
166,,,,,,html-keyboard-response,166,918838,0.0-11.0-5.32-1.32,Chrome,134.0,Windows,10,undefined,undefined,1366 x 768,1325 x 602,ay40ux9frmp00wq,https://exponline.ugr.es/publix/939/983/start?srid=18308,67c864a2517623377115fe22,7,25,South Africa,Male,Right-handed,,1031.300000000745,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/pomegranate_mooney_dot_on7.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,33,1,dot,pomegranate,pomegranate_mooney_dot_on7,target,horizontal_flip,post,on,Exp,dot_recog,e,1,1,,,
170,,,,,,html-keyboard-response,170,921976,0.0-11.0-5.33-1.33,Chrome,134.0,Windows,10,undefined,undefined,1366 x 768,1325 x 602,ay40ux9frmp00wq,https://exponline.ugr.es/publix/939/983/start?srid=18308,67c864a2517623377115fe22,7,25,South Africa,Male,Right-handed,,2120.199999999255,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/bullet_mooney_dot_on3.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,34,1,dot,bullet,bullet_mooney_dot_on3,target,horizontal_flip,pre,on,Exp,dot_recog,e,1,1,,,
174,,,,,,html-keyboard-response,174,924504,0.0-11.0-5.34-1.34,Chrome,134.0,Windows,10,undefined,undefined,1366 x 768,1325 x 602,ay40ux9frmp00wq,https://exponline.ugr.es/publix/939/983/start?srid=18308,67c864a2517623377115fe22,7,25,South Africa,Male,Right-handed,,1518.9000000022352,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/dumbbell_mooney_dot_on1.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",69,35,1,dot,dumbbell,dumbbell_mooney_dot_on1,target,upside_down,pre,on,Exp,dot_recog,e,1,1,,,
178,,,,,,html-keyboard-response,178,926397,0.0-11.0-5.35-1.35,Chrome,134.0,Windows,10,undefined,undefined,1366 x 768,1325 x 602,ay40ux9frmp00wq,https://exponline.ugr.es/publix/939/983/start?srid=18308,67c864a2517623377115fe22,7,25,South Africa,Male,Right-handed,,869.6000000014901,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/gargoyle_mooney_dot_off8.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",73,36,1,dot,gargoyle,gargoyle_mooney_dot_off8,catch,regular,post,off,Exp,dot_recog,i,0,1,,,
182,,,,,,html-keyboard-response,182,928855,0.0-11.0-5.36-1.36,Chrome,134.0,Windows,10,undefined,undefined,1366 x 768,1325 x 602,ay40ux9frmp00wq,https://exponline.ugr.es/publix/939/983/start?srid=18308,67c864a2517623377115fe22,7,25,South Africa,Male,Right-handed,,1448.800000000745,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/puffin_mooney_dot_off8.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",69,37,1,dot,puffin,puffin_mooney_dot_off8,target,upside_down,post,off,Exp,dot_recog,e,1,0,,,
186,,,,,,html-keyboard-response,186,931479,0.0-11.0-5.37-1.37,Chrome,134.0,Windows,10,undefined,undefined,1366 x 768,1325 x 602,ay40ux9frmp00wq,https://exponline.ugr.es/publix/939/983/start?srid=18308,67c864a2517623377115fe22,7,25,South Africa,Male,Right-handed,,1606.800000000745,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/pomegranate_mooney_dot_off6.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",73,38,1,dot,pomegranate,pomegranate_mooney_dot_off6,target,horizontal_flip,post,off,Exp,dot_recog,i,0,1,,,
190,,,,,,html-keyboard-response,190,933499,0.0-11.0-5.38-1.38,Chrome,134.0,Windows,10,undefined,undefined,1366 x 768,1325 x 602,ay40ux9frmp00wq,https://exponline.ugr.es/publix/939/983/start?srid=18308,67c864a2517623377115fe22,7,25,South Africa,Male,Right-handed,,1009.0999999977648,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/bat2_mooney_dot_on7.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,39,1,dot,bat2,bat2_mooney_dot_on7,target,regular,post,on,Exp,dot_recog,e,1,1,,,
194,,,,,,html-keyboard-response,194,935795,0.0-11.0-5.39-1.39,Chrome,134.0,Windows,10,undefined,undefined,1366 x 768,1325 x 602,ay40ux9frmp00wq,https://exponline.ugr.es/publix/939/983/start?srid=18308,67c864a2517623377115fe22,7,25,South Africa,Male,Right-handed,,1284.6000000014901,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/bullet_mooney_dot_off2.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,40,1,dot,bullet,bullet_mooney_dot_off2,target,horizontal_flip,pre,off,Exp,dot_recog,e,1,0,,,
198,,,,,,html-keyboard-response,198,938223,0.0-11.0-5.40-1.40,Chrome,134.0,Windows,10,undefined,undefined,1366 x 768,1325 x 602,ay40ux9frmp00wq,https://exponline.ugr.es/publix/939/983/start?srid=18308,67c864a2517623377115fe22,7,25,South Africa,Male,Right-handed,,1419.300000000745,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/pomegranate_mooney_dot_off8.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,41,1,dot,pomegranate,pomegranate_mooney_dot_off8,target,horizontal_flip,post,off,Exp,dot_recog,e,1,0,,,
202,,,,,,html-keyboard-response,202,940390,0.0-11.0-5.41-1.41,Chrome,134.0,Windows,10,undefined,undefined,1366 x 768,1325 x 602,ay40ux9frmp00wq,https://exponline.ugr.es/publix/939/983/start?srid=18308,67c864a2517623377115fe22,7,25,South Africa,Male,Right-handed,,1144.699999999255,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/scarf_mooney_dot_off4.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",69,42,1,dot,scarf,scarf_mooney_dot_off4,catch,upside_down,pre,off,Exp,dot_recog,e,1,0,,,
206,,,,,,html-keyboard-response,206,942553,0.0-11.0-5.42-1.42,Chrome,134.0,Windows,10,undefined,undefined,1366 x 768,1325 x 602,ay40ux9frmp00wq,https://exponline.ugr.es/publix/939/983/start?srid=18308,67c864a2517623377115fe22,7,25,South Africa,Male,Right-handed,,1151.1000000014901,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/puffin_mooney_dot_off6.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",73,43,1,dot,puffin,puffin_mooney_dot_off6,target,upside_down,post,off,Exp,dot_recog,i,0,1,,,
210,,,,,,html-keyboard-response,210,944908,0.0-11.0-5.43-1.43,Chrome,134.0,Windows,10,undefined,undefined,1366 x 768,1325 x 602,ay40ux9frmp00wq,https://exponline.ugr.es/publix/939/983/start?srid=18308,67c864a2517623377115fe22,7,25,South Africa,Male,Right-handed,,1334.6000000014901,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/bullet_mooney_dot_off4.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",73,44,1,dot,bullet,bullet_mooney_dot_off4,target,horizontal_flip,pre,off,Exp,dot_recog,i,0,1,,,
214,,,,,,html-keyboard-response,214,947171,0.0-11.0-5.44-1.44,Chrome,134.0,Windows,10,undefined,undefined,1366 x 768,1325 x 602,ay40ux9frmp00wq,https://exponline.ugr.es/publix/939/983/start?srid=18308,67c864a2517623377115fe22,7,25,South Africa,Male,Right-handed,,1244.699999999255,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/bat2_mooney_dot_on5.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,45,1,dot,bat2,bat2_mooney_dot_on5,target,regular,post,on,Exp,dot_recog,e,1,1,,,
218,,,,,,html-keyboard-response,218,949748,0.0-11.0-5.45-1.45,Chrome,134.0,Windows,10,undefined,undefined,1366 x 768,1325 x 602,ay40ux9frmp00wq,https://exponline.ugr.es/publix/939/983/start?srid=18308,67c864a2517623377115fe22,7,25,South Africa,Male,Right-handed,,1557.3999999985099,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/puffin_mooney_dot_on7.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",69,46,1,dot,puffin,puffin_mooney_dot_on7,target,upside_down,post,on,Exp,dot_recog,e,1,1,,,
